Airline,Source,Destination,Total_Stops,Price,Month,Year,Dep_hours,Dep_min,Arrival_hours,Arrival_min,Duration_hours,Duration_min
GoAir,Banglore,Delhi,0,4239,5,2019,20,55,23,40,2,45
Jet Airways,Delhi,Cochin,2,15129,5,2019,19,30,12,35,17,5
Vistara,Banglore,New Delhi,0,21520,3,2019,7,0,9,40,2,40
IndiGo,Delhi,Cochin,0,7673,3,2019,5,35,8,50,3,15
IndiGo,Banglore,Delhi,0,4823,6,2019,20,0,22,50,2,50
Jet Airways,Delhi,Cochin,1,15190,6,2019,7,5,19,0,11,55
Jet Airways,Kolkata,Banglore,1,14781,5,2019,8,25,22,35,14,10
IndiGo,Kolkata,Banglore,0,4804,5,2019,15,30,18,5,2,35
Jet Airways,Delhi,Cochin,1,10262,6,2019,13,0,12,35,23,35
IndiGo,Delhi,Cochin,1,7503,5,2019,9,15,21,0,11,45
Jet Airways,Banglore,Delhi,0,8016,6,2019,11,10,14,5,2,55
IndiGo,Mumbai,Hyderabad,0,4049,6,2019,6,25,7,55,1,30
Air India,Banglore,New Delhi,1,12389,3,2019,5,50,12,55,7,5
SpiceJet,Chennai,Kolkata,0,3597,5,2019,17,45,20,5,2,20
Multiple carriers,Delhi,Cochin,1,13727,5,2019,11,30,1,30,14,0
Jet Airways,Mumbai,Hyderabad,0,5678,5,2019,2,55,4,20,1,25
Multiple carriers,Delhi,Cochin,1,7670,5,2019,10,20,21,0,10,40
Jet Airways,Kolkata,Banglore,1,10844,5,2019,14,5,23,35,9,30
Jet Airways,Kolkata,Banglore,1,7064,4,2019,16,30,18,15,25,45
Multiple carriers,Delhi,Cochin,1,8930,6,2019,9,0,21,0,12,0
Air Asia,Banglore,Delhi,0,4282,4,2019,4,55,7,45,2,50
IndiGo,Banglore,Delhi,0,4823,6,2019,8,30,11,20,2,50
Jet Airways,Delhi,Cochin,1,12373,5,2019,7,5,4,25,21,20
Jet Airways,Banglore,New Delhi,1,11087,3,2019,7,0,20,20,13,20
Jet Airways,Delhi,Cochin,1,16079,6,2019,21,50,4,25,6,35
IndiGo,Delhi,Cochin,0,5601,6,2019,5,35,8,50,3,15
SpiceJet,Mumbai,Hyderabad,0,2753,6,2019,5,45,7,15,1,30
Jet Airways,Delhi,Cochin,1,12898,6,2019,22,50,4,25,5,35
Multiple carriers,Delhi,Cochin,1,15603,3,2019,13,0,21,0,8,0
IndiGo,Kolkata,Banglore,0,4174,4,2019,9,35,12,20,2,45
IndiGo,Banglore,New Delhi,0,6144,3,2019,20,0,22,55,2,55
Jet Airways,Kolkata,Banglore,1,14781,5,2019,8,25,18,15,9,50
IndiGo,Delhi,Cochin,1,6195,6,2019,21,50,3,35,5,45
Jet Airways,Kolkata,Banglore,1,8586,5,2019,6,30,8,15,25,45
IndiGo,Banglore,New Delhi,0,11934,3,2019,22,20,1,10,2,50
Air India,Kolkata,Banglore,2,14424,5,2019,7,0,5,25,22,25
Jet Airways,Delhi,Cochin,1,18581,6,2019,7,5,19,0,11,55
Jet Airways,Kolkata,Banglore,1,13941,5,2019,21,10,4,40,7,30
Jet Airways,Banglore,Delhi,0,7229,5,2019,18,55,22,0,3,5
SpiceJet,Kolkata,Banglore,0,3873,5,2019,6,55,9,30,2,35
Jet Airways,Delhi,Cochin,1,14714,6,2019,11,30,19,0,7,30
Air Asia,Kolkata,Banglore,2,11245,3,2019,15,25,22,55,7,30
IndiGo,Delhi,Cochin,1,6104,5,2019,11,25,1,30,14,5
IndiGo,Delhi,Cochin,1,7094,3,2019,7,35,22,20,14,45
Jet Airways,Kolkata,Banglore,1,10031,3,2019,6,30,4,45,22,15
Jet Airways,Kolkata,Banglore,1,13941,5,2019,5,45,12,0,6,15
Multiple carriers,Delhi,Cochin,1,7198,6,2019,19,0,1,30,6,30
SpiceJet,Banglore,New Delhi,0,3873,3,2019,9,35,12,30,2,55
Air India,Kolkata,Banglore,0,5747,3,2019,14,15,16,45,2,30
Air India,Mumbai,Hyderabad,0,3100,6,2019,19,30,20,45,1,15
Air India,Kolkata,Banglore,1,8996,5,2019,9,10,13,15,4,5
Multiple carriers,Delhi,Cochin,1,9103,5,2019,10,35,19,0,8,25
Jet Airways,Banglore,New Delhi,1,31825,3,2019,18,40,9,30,14,50
Jet Airways,Kolkata,Banglore,1,14781,5,2019,16,30,10,5,17,35
Jet Airways,Banglore,Delhi,0,7229,5,2019,8,20,11,20,3,0
IndiGo,Banglore,New Delhi,0,10067,3,2019,23,30,2,20,2,50
Jet Airways,Delhi,Cochin,2,10909,4,2019,9,40,4,25,18,45
IndiGo,Kolkata,Banglore,0,4804,4,2019,15,30,18,5,2,35
Jet Airways,Mumbai,Hyderabad,0,4050,6,2019,2,55,4,20,1,25
Jet Airways,Kolkata,Banglore,1,14151,5,2019,20,25,23,35,27,10
SpiceJet,Kolkata,Banglore,0,3841,6,2019,6,55,9,30,2,35
Jet Airways,Kolkata,Banglore,1,14781,5,2019,14,5,19,50,5,45
Vistara,Kolkata,Banglore,1,9870,6,2019,17,0,23,25,6,25
Air India,Delhi,Cochin,1,8907,5,2019,13,30,23,0,9,30
Jet Airways,Banglore,New Delhi,1,26890,3,2019,22,50,7,40,8,50
GoAir,Delhi,Cochin,1,6195,4,2019,7,0,12,55,5,55
Jet Airways,Banglore,New Delhi,1,7832,3,2019,14,5,19,10,5,5
Multiple carriers Premium economy,Delhi,Cochin,1,11269,3,2019,8,55,15,30,6,35
Vistara,Banglore,New Delhi,0,5613,3,2019,16,0,18,35,2,35
IndiGo,Banglore,Delhi,0,4284,5,2019,0,30,3,25,2,55
Vistara,Banglore,Delhi,0,4668,5,2019,21,0,23,50,2,50
Air India,Delhi,Cochin,1,15197,3,2019,8,0,19,15,11,15
Jet Airways,Kolkata,Banglore,1,9899,6,2019,8,25,16,20,7,55
GoAir,Delhi,Cochin,1,3948,6,2019,10,35,19,35,9,0
Jet Airways,Banglore,New Delhi,1,10405,3,2019,8,55,8,15,23,20
Multiple carriers,Delhi,Cochin,3,15419,6,2019,11,35,1,30,13,55
Multiple carriers,Delhi,Cochin,1,15135,3,2019,8,25,18,50,10,25
Multiple carriers Premium economy,Delhi,Cochin,1,13369,3,2019,6,0,12,35,6,35
Jet Airways,Delhi,Cochin,2,18804,6,2019,11,40,19,0,7,20
Air Asia,Delhi,Cochin,1,6751,5,2019,20,45,7,10,10,25
Air India,Kolkata,Banglore,1,10203,5,2019,20,30,8,55,12,25
Jet Airways,Banglore,New Delhi,1,27992,3,2019,7,0,21,20,14,20
Air India,Delhi,Cochin,2,12488,6,2019,7,10,19,15,12,5
Jet Airways,Banglore,Delhi,0,5198,4,2019,7,10,10,10,3,0
Jet Airways,Banglore,Delhi,0,7229,5,2019,17,45,20,45,3,0
Air India,Kolkata,Banglore,2,12723,6,2019,5,50,23,15,17,25
Air India,Mumbai,Hyderabad,2,13169,3,2019,6,0,9,10,27,10
Air India,Kolkata,Banglore,2,8366,5,2019,9,25,18,20,8,55
Multiple carriers,Delhi,Cochin,1,7670,5,2019,6,0,21,0,15,0
Jet Airways,Banglore,Delhi,0,7229,4,2019,6,0,8,45,2,45
Vistara,Banglore,Delhi,0,4668,6,2019,21,0,23,50,2,50
Air Asia,Delhi,Cochin,1,8327,3,2019,20,10,7,10,11,0
Jet Airways,Delhi,Cochin,1,12898,5,2019,20,55,12,35,15,40
IndiGo,Kolkata,Banglore,1,4226,5,2019,6,20,10,20,4,0
Jet Airways,Delhi,Cochin,1,10262,6,2019,19,15,19,0,23,45
Multiple carriers,Delhi,Cochin,1,10678,6,2019,4,55,19,0,14,5
Air India,Delhi,Cochin,2,8052,3,2019,17,15,7,40,14,25
GoAir,Banglore,New Delhi,0,3898,3,2019,11,40,14,35,2,55
Air Asia,Kolkata,Banglore,0,3807,6,2019,10,20,12,55,2,35
IndiGo,Delhi,Cochin,1,6838,6,2019,9,15,21,0,11,45
Jet Airways,Delhi,Cochin,2,13014,6,2019,5,30,19,0,13,30
IndiGo,Kolkata,Banglore,0,5224,4,2019,14,25,16,55,2,30
Multiple carriers,Delhi,Cochin,1,13377,6,2019,13,0,1,30,12,30
GoAir,Delhi,Cochin,1,6633,5,2019,7,0,12,55,5,55
Air Asia,Kolkata,Banglore,1,5192,5,2019,7,35,23,30,15,55
IndiGo,Banglore,Delhi,0,4591,4,2019,22,10,1,0,2,50
Air India,Kolkata,Banglore,0,4880,5,2019,20,45,23,20,2,35
Jet Airways,Banglore,Delhi,0,7229,4,2019,17,45,20,45,3,0
Jet Airways,Delhi,Cochin,1,12373,5,2019,19,45,4,25,8,40
Air India,Delhi,Cochin,0,6094,4,2019,14,10,17,10,3,0
Jet Airways,Delhi,Cochin,1,10262,6,2019,20,55,12,35,15,40
Jet Airways,Delhi,Cochin,2,15439,4,2019,11,40,19,0,7,20
IndiGo,Banglore,Delhi,0,4077,5,2019,23,30,2,20,2,50
GoAir,Banglore,Delhi,0,4632,5,2019,20,55,23,40,2,45
Jet Airways,Kolkata,Banglore,1,12692,6,2019,9,35,18,0,8,25
IndiGo,Kolkata,Banglore,1,3480,4,2019,19,20,23,45,4,25
Multiple carriers,Delhi,Cochin,2,19360,5,2019,17,50,1,30,7,40
Jet Airways,Banglore,New Delhi,1,9134,3,2019,11,40,8,15,20,35
Multiple carriers,Delhi,Cochin,1,13587,6,2019,14,0,21,0,7,0
Jet Airways,Delhi,Cochin,1,15554,5,2019,17,30,19,0,25,30
Jet Airways,Banglore,New Delhi,0,7229,3,2019,19,55,22,35,2,40
IndiGo,Delhi,Cochin,1,7514,3,2019,8,35,22,20,13,45
Multiple carriers,Delhi,Cochin,1,13587,6,2019,8,0,21,0,13,0
Jet Airways,Banglore,Delhi,0,7229,6,2019,7,10,10,10,3,0
Jet Airways,Delhi,Cochin,1,10262,6,2019,2,15,4,25,26,10
IndiGo,Delhi,Cochin,1,14871,3,2019,7,30,21,0,13,30
Multiple carriers,Delhi,Cochin,1,10529,5,2019,8,45,19,0,10,15
IndiGo,Delhi,Cochin,1,6442,6,2019,7,35,22,30,14,55
IndiGo,Kolkata,Banglore,1,5170,5,2019,15,15,20,5,4,50
IndiGo,Delhi,Cochin,1,6442,5,2019,7,35,22,30,14,55
IndiGo,Banglore,Delhi,0,3419,5,2019,0,30,3,25,2,55
Jet Airways,Banglore,New Delhi,1,17261,3,2019,20,35,10,25,13,50
SpiceJet,Chennai,Kolkata,0,3543,6,2019,8,20,10,35,2,15
Air Asia,Banglore,Delhi,0,3383,5,2019,11,10,13,55,2,45
Air India,Delhi,Cochin,2,9181,6,2019,22,0,19,15,21,15
Jet Airways,Banglore,New Delhi,1,11087,3,2019,18,55,11,25,16,30
Jet Airways,Banglore,Delhi,0,7229,4,2019,7,10,10,10,3,0
Multiple carriers,Delhi,Cochin,1,11249,3,2019,4,45,19,15,14,30
Jet Airways,Banglore,New Delhi,1,16736,3,2019,7,0,23,0,16,0
Jet Airways,Delhi,Cochin,1,10262,6,2019,17,30,4,25,10,55
Jet Airways,Delhi,Cochin,1,10262,6,2019,14,0,19,0,5,0
Jet Airways,Mumbai,Hyderabad,0,5678,5,2019,2,55,4,20,1,25
Multiple carriers,Delhi,Cochin,1,8307,3,2019,9,0,15,30,6,30
Air India,Delhi,Cochin,1,7690,5,2019,17,20,9,25,16,5
Jet Airways,Delhi,Cochin,2,16704,5,2019,13,25,12,35,23,10
Air India,Delhi,Cochin,1,10315,3,2019,4,0,7,40,27,40
Jet Airways,Delhi,Cochin,2,15129,5,2019,9,40,12,35,26,55
Air India,Kolkata,Banglore,1,12173,3,2019,7,0,8,55,25,55
Air India,Kolkata,Banglore,1,4227,4,2019,19,0,11,5,16,5
IndiGo,Banglore,Delhi,0,3943,6,2019,6,5,8,50,2,45
Jet Airways,Banglore,Delhi,0,7229,6,2019,11,10,14,5,2,55
Vistara,Kolkata,Banglore,1,8610,5,2019,7,10,20,20,13,10
IndiGo,Banglore,New Delhi,0,7303,3,2019,7,10,10,5,2,55
Jet Airways,Banglore,New Delhi,1,10972,3,2019,18,40,7,40,13,0
Multiple carriers,Delhi,Cochin,1,7670,5,2019,10,20,21,0,10,40
Air India,Delhi,Cochin,1,8372,5,2019,10,0,19,15,9,15
IndiGo,Delhi,Cochin,1,6628,6,2019,15,0,1,30,10,30
Jet Airways,Delhi,Cochin,1,10262,6,2019,13,0,12,35,23,35
Jet Airways,Kolkata,Banglore,1,14178,5,2019,16,30,9,20,16,50
Jet Airways,Delhi,Cochin,2,8518,3,2019,5,10,18,50,13,40
Jet Airways,Delhi,Cochin,2,13376,6,2019,14,35,12,35,22,0
Vistara,Kolkata,Banglore,1,8452,6,2019,17,0,10,45,17,45
Jet Airways,Delhi,Cochin,1,18371,6,2019,2,15,12,35,10,20
SpiceJet,Mumbai,Hyderabad,0,1965,4,2019,13,15,14,45,1,30
Jet Airways,Delhi,Cochin,2,10368,6,2019,19,30,12,35,17,5
Jet Airways,Kolkata,Banglore,1,11467,5,2019,20,25,18,0,21,35
Jet Airways,Kolkata,Banglore,1,14781,5,2019,16,30,4,40,12,10
Air India,Mumbai,Hyderabad,1,9535,3,2019,20,15,9,15,13,0
Air India,Mumbai,Hyderabad,0,2050,4,2019,21,5,22,25,1,20
Jet Airways,Delhi,Cochin,2,10368,6,2019,19,30,4,25,8,55
Jet Airways,Kolkata,Banglore,1,10031,3,2019,8,25,22,35,14,10
SpiceJet,Kolkata,Banglore,0,4491,4,2019,9,0,11,25,2,25
Jet Airways,Banglore,Delhi,0,7229,5,2019,17,45,20,45,3,0
SpiceJet,Banglore,New Delhi,1,11401,3,2019,10,20,18,15,7,55
IndiGo,Chennai,Kolkata,0,3597,6,2019,14,45,17,5,2,20
Vistara,Kolkata,Banglore,1,7927,6,2019,17,0,9,5,16,5
SpiceJet,Kolkata,Banglore,0,4174,5,2019,9,0,11,25,2,25
Air India,Kolkata,Banglore,1,10203,5,2019,7,0,16,15,9,15
Vistara,Kolkata,Banglore,1,8610,5,2019,7,10,20,20,13,10
Jet Airways,Banglore,Delhi,0,5769,6,2019,15,15,18,10,2,55
IndiGo,Kolkata,Banglore,0,5644,5,2019,11,30,14,5,2,35
Jet Airways,Banglore,Delhi,0,5769,6,2019,7,10,10,10,3,0
Jet Airways,Banglore,Delhi,0,7229,5,2019,6,0,8,45,2,45
IndiGo,Kolkata,Banglore,1,4226,6,2019,6,20,10,20,4,0
IndiGo,Banglore,New Delhi,1,4588,3,2019,12,5,17,5,5,0
Jet Airways,Mumbai,Hyderabad,0,4995,5,2019,10,20,11,50,1,30
Jet Airways,Delhi,Cochin,1,5406,4,2019,17,30,12,35,19,5
SpiceJet,Kolkata,Banglore,0,3873,6,2019,17,10,19,40,2,30
Jet Airways,Delhi,Cochin,1,17024,3,2019,11,30,18,50,7,20
SpiceJet,Delhi,Cochin,1,5158,6,2019,8,45,13,15,4,30
Jet Airways,Mumbai,Hyderabad,0,8040,5,2019,10,20,11,50,1,30
Jet Airways,Kolkata,Banglore,1,10844,5,2019,5,45,16,20,10,35
Air India,Chennai,Kolkata,0,4667,5,2019,11,40,13,55,2,15
Jet Airways,Mumbai,Hyderabad,0,5678,4,2019,19,35,21,5,1,30
Air India,Kolkata,Banglore,2,12513,5,2019,5,50,20,25,14,35
Jet Airways,Banglore,Delhi,0,8016,6,2019,7,10,10,10,3,0
SpiceJet,Chennai,Kolkata,0,3543,6,2019,17,45,20,5,2,20
Jet Airways,Delhi,Cochin,1,5963,3,2019,17,30,4,25,10,55
Jet Airways,Kolkata,Banglore,1,14781,5,2019,8,25,16,20,7,55
Jet Airways,Delhi,Cochin,1,12373,5,2019,9,0,12,35,27,35
Jet Airways,Mumbai,Hyderabad,0,3210,6,2019,19,35,21,5,1,30
Jet Airways,Banglore,New Delhi,1,9134,3,2019,5,45,18,25,12,40
Jet Airways,Delhi,Cochin,2,10919,6,2019,14,35,4,25,13,50
IndiGo,Mumbai,Hyderabad,0,4575,5,2019,9,10,10,40,1,30
IndiGo,Delhi,Cochin,0,5601,6,2019,5,35,8,50,3,15
Jet Airways,Kolkata,Banglore,1,14151,5,2019,17,0,23,35,6,35
Air India,Kolkata,Banglore,2,10151,5,2019,12,0,7,55,19,55
Vistara,Banglore,Delhi,0,5403,4,2019,9,45,12,35,2,50
IndiGo,Delhi,Cochin,1,6147,5,2019,2,0,7,45,5,45
IndiGo,Kolkata,Banglore,0,4804,6,2019,14,25,16,55,2,30
Multiple carriers,Delhi,Cochin,1,8371,3,2019,8,55,19,15,10,20
Jet Airways,Delhi,Cochin,2,13014,6,2019,19,30,4,25,8,55
Air Asia,Banglore,Delhi,0,3383,5,2019,4,55,7,45,2,50
SpiceJet,Chennai,Kolkata,0,7298,3,2019,17,45,20,5,2,20
Jet Airways,Banglore,Delhi,0,4544,4,2019,7,10,10,10,3,0
Multiple carriers,Delhi,Cochin,1,15147,3,2019,8,55,15,30,6,35
Multiple carriers,Delhi,Cochin,1,10782,3,2019,4,45,19,45,15,0
IndiGo,Delhi,Cochin,1,6027,5,2019,15,10,20,0,4,50
Jet Airways,Delhi,Cochin,2,10919,6,2019,14,35,4,25,13,50
Air India,Delhi,Cochin,1,6681,3,2019,6,10,8,15,26,5
IndiGo,Banglore,Delhi,0,3943,6,2019,23,30,2,20,2,50
Jet Airways,Delhi,Cochin,1,12898,5,2019,21,50,12,35,14,45
IndiGo,Delhi,Cochin,1,6628,6,2019,18,35,1,30,6,55
Air India,Delhi,Cochin,1,5022,4,2019,20,30,23,0,26,30
Air India,Delhi,Cochin,2,12698,6,2019,7,10,7,40,24,30
Air Asia,Delhi,Cochin,1,10794,6,2019,20,45,7,10,10,25
IndiGo,Delhi,Cochin,1,6416,6,2019,11,25,21,0,9,35
SpiceJet,Kolkata,Banglore,0,4622,3,2019,22,20,0,40,2,20
IndiGo,Banglore,Delhi,0,3943,5,2019,13,0,15,50,2,50
Air Asia,Kolkata,Banglore,0,4508,6,2019,19,55,22,25,2,30
Vistara,Kolkata,Banglore,1,8452,6,2019,7,10,22,40,15,30
Air India,Kolkata,Banglore,2,13437,5,2019,16,45,8,55,16,10
Vistara,Chennai,Kolkata,0,11982,5,2019,17,45,20,5,2,20
Jet Airways,Kolkata,Banglore,1,10844,5,2019,18,55,12,0,17,5
Jet Airways,Delhi,Cochin,2,15129,5,2019,9,40,4,25,18,45
Jet Airways,Delhi,Cochin,1,14714,6,2019,14,0,19,0,5,0
IndiGo,Delhi,Cochin,1,6093,6,2019,6,40,21,0,14,20
IndiGo,Delhi,Cochin,1,5307,4,2019,4,55,13,20,8,25
GoAir,Delhi,Cochin,1,10188,5,2019,14,25,19,35,5,10
Jet Airways,Kolkata,Banglore,1,14571,6,2019,20,0,8,15,12,15
Jet Airways,Delhi,Cochin,2,10976,3,2019,19,10,4,25,9,15
Jet Airways,Kolkata,Banglore,1,10844,5,2019,6,30,16,20,9,50
IndiGo,Kolkata,Banglore,0,4488,4,2019,20,20,22,55,2,35
Air India,Delhi,Cochin,1,8582,5,2019,23,0,19,15,20,15
Jet Airways,Delhi,Cochin,1,10262,6,2019,19,45,12,35,16,50
Vistara,Kolkata,Banglore,1,8662,5,2019,17,0,10,45,17,45
IndiGo,Banglore,New Delhi,0,4777,3,2019,6,0,8,45,2,45
Jet Airways,Mumbai,Hyderabad,0,2071,3,2019,15,50,17,20,1,30
Jet Airways,Banglore,New Delhi,1,11087,3,2019,22,55,15,15,16,20
Air India,Banglore,Delhi,0,5228,4,2019,21,5,23,55,2,50
Jet Airways,Kolkata,Banglore,1,12996,4,2019,6,30,16,20,9,50
Jet Airways,Banglore,New Delhi,1,16736,3,2019,8,0,23,0,15,0
Jet Airways,Kolkata,Banglore,1,13941,5,2019,18,55,10,5,15,10
Air India,Banglore,New Delhi,1,9166,3,2019,13,50,22,10,8,20
Air India,Delhi,Cochin,1,12677,3,2019,5,15,6,50,25,35
Air India,Chennai,Kolkata,0,4405,3,2019,11,40,13,55,2,15
Jet Airways,Kolkata,Banglore,1,12121,5,2019,9,35,23,35,14,0
Air India,Banglore,Delhi,0,6121,6,2019,21,5,23,55,2,50
Jet Airways,Kolkata,Banglore,1,14388,5,2019,8,25,9,20,24,55
Jet Airways,Kolkata,Banglore,1,11467,4,2019,20,25,10,55,14,30
Jet Airways,Banglore,New Delhi,1,13817,3,2019,21,25,10,25,13,0
Air India,Mumbai,Hyderabad,0,3100,5,2019,19,30,20,45,1,15
Multiple carriers,Delhi,Cochin,1,8266,5,2019,11,40,19,15,7,35
Jet Airways,Kolkata,Banglore,1,13759,3,2019,19,45,23,25,27,40
IndiGo,Banglore,Delhi,0,3943,6,2019,0,25,3,15,2,50
Multiple carriers,Delhi,Cochin,1,12327,3,2019,18,15,1,35,7,20
IndiGo,Mumbai,Hyderabad,0,4049,6,2019,6,25,7,55,1,30
SpiceJet,Banglore,Delhi,0,3573,6,2019,21,10,0,5,2,55
Air Asia,Kolkata,Banglore,0,4409,5,2019,19,55,22,25,2,30
Air India,Delhi,Cochin,2,6565,3,2019,7,5,9,25,26,20
IndiGo,Kolkata,Banglore,0,4174,4,2019,21,25,0,5,2,40
Jet Airways,Banglore,Delhi,0,4030,5,2019,7,10,10,10,3,0
Air Asia,Kolkata,Banglore,0,4082,3,2019,10,20,12,55,2,35
Air India,Kolkata,Banglore,2,6117,5,2019,9,10,11,5,25,55
Jet Airways,Banglore,New Delhi,1,6163,3,2019,5,50,12,20,6,30
Jet Airways,Delhi,Cochin,1,6540,3,2019,16,0,4,25,12,25
SpiceJet,Kolkata,Banglore,1,4649,5,2019,15,5,20,20,5,15
Jet Airways,Delhi,Cochin,1,10262,6,2019,21,50,19,0,21,10
Vistara,Banglore,Delhi,0,5613,4,2019,19,30,22,15,2,45
IndiGo,Banglore,New Delhi,0,6144,3,2019,8,30,11,30,3,0
Jet Airways,Kolkata,Banglore,1,13067,5,2019,17,0,22,5,29,5
Vistara,Banglore,New Delhi,0,7608,3,2019,21,10,0,5,2,55
Multiple carriers,Delhi,Cochin,1,7198,6,2019,10,0,1,30,15,30
Jet Airways,Kolkata,Banglore,1,13941,5,2019,16,30,23,35,7,5
Jet Airways,Delhi,Cochin,2,10368,6,2019,9,40,4,25,18,45
SpiceJet,Chennai,Kolkata,0,3543,6,2019,8,20,10,35,2,15
IndiGo,Kolkata,Banglore,0,4462,3,2019,20,25,23,5,2,40
Air India,Kolkata,Banglore,2,8005,3,2019,5,50,13,40,7,50
Jet Airways,Kolkata,Banglore,1,7064,4,2019,18,55,22,35,27,40
Jet Airways,Kolkata,Banglore,1,12121,5,2019,20,25,21,5,24,40
Air India,Delhi,Cochin,2,8918,5,2019,12,0,19,15,7,15
Air India,Kolkata,Banglore,1,8891,5,2019,9,25,21,50,12,25
Air India,Kolkata,Banglore,1,10203,5,2019,10,0,16,15,6,15
Multiple carriers,Delhi,Cochin,1,8073,5,2019,13,0,21,0,8,0
IndiGo,Delhi,Cochin,1,11237,3,2019,16,10,22,20,6,10
Jet Airways,Delhi,Cochin,2,13376,6,2019,6,45,4,25,21,40
Multiple carriers,Delhi,Cochin,1,6513,6,2019,7,10,22,30,15,20
Jet Airways,Kolkata,Banglore,1,13731,5,2019,18,55,4,40,9,45
Jet Airways,Kolkata,Banglore,1,7064,4,2019,20,0,19,50,23,50
Jet Airways,Banglore,New Delhi,1,16736,3,2019,5,45,19,10,13,25
Jet Airways,Kolkata,Banglore,1,8586,5,2019,20,0,10,5,14,5
Multiple carriers,Delhi,Cochin,1,11789,6,2019,6,0,19,0,13,0
IndiGo,Kolkata,Banglore,0,5224,5,2019,11,30,14,5,2,35
IndiGo,Delhi,Cochin,0,6834,5,2019,21,5,0,20,3,15
IndiGo,Delhi,Cochin,1,6316,6,2019,16,0,1,30,9,30
Jet Airways,Delhi,Cochin,2,11869,3,2019,10,45,18,50,32,5
Air Asia,Kolkata,Banglore,0,4384,3,2019,22,50,1,20,2,30
IndiGo,Kolkata,Banglore,0,5644,4,2019,14,25,16,55,2,30
Air India,Delhi,Cochin,2,19681,3,2019,20,15,19,15,23,0
Multiple carriers,Delhi,Cochin,1,13377,6,2019,10,0,1,30,15,30
Multiple carriers,Delhi,Cochin,2,10090,3,2019,9,45,21,20,11,35
Jet Airways,Mumbai,Hyderabad,2,20845,3,2019,17,50,16,50,23,0
Vistara,Banglore,Delhi,0,4878,6,2019,17,0,19,35,2,35
IndiGo,Mumbai,Hyderabad,0,2227,6,2019,21,20,22,50,1,30
IndiGo,Delhi,Cochin,1,6442,5,2019,7,35,16,10,8,35
SpiceJet,Banglore,Delhi,0,3257,5,2019,21,10,0,5,2,55
Jet Airways,Banglore,Delhi,0,7229,6,2019,6,0,8,45,2,45
Air India,Kolkata,Banglore,2,15164,5,2019,20,30,13,45,17,15
IndiGo,Banglore,New Delhi,0,10067,3,2019,10,10,13,0,2,50
Air India,Delhi,Cochin,0,5674,3,2019,14,10,17,10,3,0
Jet Airways,Banglore,New Delhi,1,20800,3,2019,14,5,10,25,20,20
IndiGo,Delhi,Cochin,1,7144,5,2019,6,50,22,30,15,40
Air India,Delhi,Cochin,0,6094,5,2019,5,10,8,0,2,50
Jet Airways,Mumbai,Hyderabad,0,4050,5,2019,10,20,11,50,1,30
SpiceJet,Chennai,Kolkata,0,3859,6,2019,9,45,12,0,2,15
Jet Airways,Delhi,Cochin,2,11664,3,2019,10,20,18,50,32,30
Multiple carriers,Delhi,Cochin,2,7731,3,2019,7,10,21,20,14,10
Jet Airways,Kolkata,Banglore,1,12692,6,2019,9,35,19,10,9,35
Air India,Delhi,Cochin,2,11307,5,2019,13,15,9,25,20,10
Jet Airways,Kolkata,Banglore,1,8586,6,2019,21,10,4,40,7,30
IndiGo,Banglore,New Delhi,1,5746,3,2019,11,20,15,25,4,5
Multiple carriers,Delhi,Cochin,1,13378,3,2019,8,0,19,15,11,15
Air India,Banglore,New Delhi,0,7486,3,2019,17,0,19,45,2,45
SpiceJet,Chennai,Kolkata,0,7298,3,2019,9,30,12,5,2,35
Multiple carriers,Delhi,Cochin,1,7005,6,2019,11,40,21,0,9,20
IndiGo,Kolkata,Banglore,0,4804,5,2019,17,15,19,50,2,35
IndiGo,Delhi,Cochin,1,16162,3,2019,4,45,12,55,8,10
IndiGo,Banglore,Delhi,0,3419,4,2019,0,30,3,25,2,55
Air Asia,Kolkata,Banglore,2,5192,5,2019,15,10,23,30,8,20
Air Asia,Kolkata,Banglore,0,4409,4,2019,10,20,12,55,2,35
Jet Airways,Banglore,Delhi,0,7229,4,2019,8,20,11,20,3,0
IndiGo,Banglore,New Delhi,1,5397,3,2019,16,55,21,50,4,55
Jet Airways,Delhi,Cochin,1,6542,4,2019,14,0,19,0,5,0
GoAir,Delhi,Cochin,1,5281,3,2019,10,25,19,20,8,55
Multiple carriers,Delhi,Cochin,1,8266,6,2019,12,50,19,15,6,25
Jet Airways,Delhi,Cochin,1,10262,6,2019,14,0,19,0,5,0
Vistara,Kolkata,Banglore,1,11105,3,2019,20,20,20,25,24,5
Jet Airways,Banglore,Delhi,0,4544,4,2019,8,20,11,20,3,0
Air India,Kolkata,Banglore,0,4960,3,2019,14,15,16,45,2,30
Jet Airways,Banglore,New Delhi,1,16736,3,2019,8,55,5,5,20,10
Multiple carriers,Delhi,Cochin,1,13377,6,2019,10,0,1,30,15,30
SpiceJet,Mumbai,Hyderabad,0,2227,5,2019,13,15,14,45,1,30
Air India,Mumbai,Hyderabad,0,3100,3,2019,6,20,7,40,1,20
Air India,Mumbai,Hyderabad,0,3100,6,2019,21,5,22,25,1,20
SpiceJet,Kolkata,Banglore,0,3873,5,2019,6,55,9,30,2,35
IndiGo,Mumbai,Hyderabad,0,5232,3,2019,20,5,21,35,1,30
Jet Airways,Banglore,Delhi,0,3359,5,2019,18,55,22,0,3,5
